"Eastern Date Hour","Zone Name","Zone PTID","TWI Actual Load"
"2023/01/01 00:00:00","CAPITL","61757","1128.5314"
"2023/01/01 01:00:00","CAPITL","61757","1090.5044"
"2023/01/01 02:00:00","CAPITL","61757","1056.6343"
"2023/01/01 03:00:00","CAPITL","61757","1047.8258"
"2023/01/01 04:00:00","CAPITL","61757","1049.6996"
"2023/01/01 05:00:00","CAPITL","61757","1069.0003"
"2023/01/01 06:00:00","CAPITL","61757","1105.0737"
"2023/01/01 07:00:00","CAPITL","61757","1142.5166"
"2023/01/01 08:00:00","CAPITL","61757","1184.1621"
"2023/01/01 09:00:00","CAPITL","61757","1216.1594"
"2023/01/01 10:00:00","CAPITL","61757","1218.541"
"2023/01/01 11:00:00","CAPITL","61757","1210.7415"
"2023/01/01 12:00:00","CAPITL","61757","1244.8112"
"2023/01/01 13:00:00","CAPITL","61757","1260.6793"
"2023/01/01 14:00:00","CAPITL","61757","1287.4681"
"2023/01/01 15:00:00","CAPITL","61757","1327.8766"
"2023/01/01 16:00:00","CAPITL","61757","1371.9676"
"2023/01/01 17:00:00","CAPITL","61757","1436.9589"
"2023/01/01 18:00:00","CAPITL","61757","1415.8669"
"2023/01/01 19:00:00","CAPITL","61757","1383.9174"
"2023/01/01 20:00:00","CAPITL","61757","1339.1612"
"2023/01/01 21:00:00","CAPITL","61757","1284.2443"
"2023/01/01 22:00:00","CAPITL","61757","1215.1046"
"2023/01/01 23:00:00","CAPITL","61757","1159.3609"
"2023/01/02 00:00:00","CAPITL","61757","1110.6219"
"2023/01/02 01:00:00","CAPITL","61757","1079.4213"
"2023/01/02 02:00:00","CAPITL","61757","1072.82"
"2023/01/02 03:00:00","CAPITL","61757","1075.5838"
"2023/01/02 04:00:00","CAPITL","61757","1089.6386"
"2023/01/02 05:00:00","CAPITL","61757","1115.9983"
"2023/01/02 06:00:00","CAPITL","61757","1159.9385"
"2023/01/02 07:00:00","CAPITL","61757","1207.4319"
"2023/01/02 08:00:00","CAPITL","61757","1263.6964"
"2023/01/02 09:00:00","CAPITL","61757","1303.6283"
"2023/01/02 10:00:00","CAPITL","61757","1311.2001"
"2023/01/02 11:00:00","CAPITL","61757","1304.5081"
"2023/01/02 12:00:00","CAPITL","61757","1321.1755"
"2023/01/02 13:00:00","CAPITL","61757","1287.142"
"2023/01/02 14:00:00","CAPITL","61757","1277.5735"
"2023/01/02 15:00:00","CAPITL","61757","1327.5196"
"2023/01/02 16:00:00","CAPITL","61757","1428.6287"
"2023/01/02 17:00:00","CAPITL","61757","1514.7818"
"2023/01/02 18:00:00","CAPITL","61757","1497.4727"
"2023/01/02 19:00:00","CAPITL","61757","1463.1904"
"2023/01/02 20:00:00","CAPITL","61757","1417.4893"
"2023/01/02 21:00:00","CAPITL","61757","1337.9109"
"2023/01/02 22:00:00","CAPITL","61757","1260.0223"
"2023/01/02 23:00:00","CAPITL","61757","1183.0462"
"2023/01/03 00:00:00","CAPITL","61757","1140.2562"
"2023/01/03 01:00:00","CAPITL","61757","1118.6998"
"2023/01/03 02:00:00","CAPITL","61757","1113.0466"
"2023/01/03 03:00:00","CAPITL","61757","1117.304"
"2023/01/03 04:00:00","CAPITL","61757","1145.7511"
"2023/01/03 05:00:00","CAPITL","61757","1212.746"
"2023/01/03 06:00:00","CAPITL","61757","1327.2514"
"2023/01/03 07:00:00","CAPITL","61757","1407.2258"
"2023/01/03 08:00:00","CAPITL","61757","1438.8636"
"2023/01/03 09:00:00","CAPITL","61757","1455.6434"
"2023/01/03 10:00:00","CAPITL","61757","1474.1318"
